day,gamma,direct_liquidity_multiplier_E_k,indirect_liquidity_multiplier_E_k2_over_E_k_minus_1,baseline_direct_liquidity,baseline_indirect_liquidity,liquidity_risk_threshold,liquidity_risk_day,ewi_signal,support_active,support_amount,policy_direct_liquidity,baseline_shortfall,policy_shortfall
179,1.049431411866318,5.8798133753433115,10.750708487428064,352.78880252059867,645.0425092456838,153.9079870488574,False,False,False,0.0,352.78880252059867,0.0,0.0
180,1.1939814379456417,5.108024472532918,9.982924505755731,306.4814683519751,598.9754703453439,153.9079870488574,False,False,False,0.0,306.4814683519751,0.0,0.0
181,1.6533143122909246,3.2086569531584677,7.251978234929144,192.51941718950806,435.11869409574865,153.9079870488574,False,False,False,0.0,192.51941718950806,0.0,0.0
182,1.1689366990236605,5.23647705850832,10.119954503859834,314.1886235104992,607.19727023159,153.9079870488574,False,False,False,0.0,314.1886235104992,0.0,0.0
183,0.955991089781523,6.413400424021806,11.21607417269513,384.8040254413084,672.9644503617078,153.9079870488574,False,False,False,0.0,384.8040254413084,0.0,0.0
184,1.551253354831951,3.553802421691524,7.8824918312409995,213.22814530149145,472.94950987446,153.9079870488574,False,True,False,0.0,213.22814530149145,0.0,0.0
185,1.2496900794421928,4.830904601501103,9.672444597070477,289.85427609006615,580.3466758242287,153.9079870488574,False,False,False,0.0,289.85427609006615,0.0,0.0
186,1.779060414771667,2.8406463033377443,6.475639594342098,170.43877820026466,388.5383756605259,153.9079870488574,False,False,False,0.0,170.43877820026466,0.0,0.0
187,1.1555326887151904,5.306179328076392,10.192620806230943,318.3707596845835,611.5572483738566,153.9079870488574,False,False,False,0.0,318.3707596845835,0.0,0.0
188,0.7374416176890723,7.731660572162107,12.207030086881428,463.8996343297264,732.4218052128857,153.9079870488574,False,False,False,0.0,463.8996343297264,0.0,0.0
189,0.704397177782452,7.935761276114441,12.345156947421126,476.1456765668664,740.7094168452676,153.9079870488574,False,False,True,10.0,555.5032893280109,0.0,0.0
190,1.8456492998276697,2.6696393670194563,6.069810007272985,160.17836202116737,364.1886004363791,153.9079870488574,False,False,True,10.0,186.87475569136194,0.0,0.0
191,1.8889823305762001,2.5666509538720423,5.809212111918656,153.99905723232254,348.5527267151194,153.9079870488574,False,False,True,10.0,179.66556677104296,0.0,0.0
192,1.0292438137881699,5.993037816395917,10.853353723777227,359.58226898375506,651.2012234266336,153.9079870488574,False,False,True,10.0,419.51264714771423,0.0,0.0
193,0.9644896008567566,6.363919810295927,11.174780592443486,381.83518861775565,670.4868355466092,153.9079870488574,False,False,True,10.0,445.4743867207149,0.0,0.0
194,1.7373763221746006,2.955911637135412,6.732063010810853,177.3546982281247,403.9237806486512,153.9079870488574,False,False,True,10.0,206.91381459947883,0.0,0.0
195,0.7655932393328972,7.558324402825367,12.086972585250786,453.499464169522,725.2183551150472,153.9079870488574,False,True,True,10.0,529.0827081977757,0.0,0.0
196,0.8192518791790039,7.230013507958425,11.851982206776913,433.8008104775055,711.1189324066148,153.9079870488574,False,False,True,10.0,506.10094555708974,0.0,0.0
197,1.3382389883108765,4.416064833374484,9.163974413811063,264.96389000246904,549.8384648286637,153.9079870488574,False,False,True,10.0,309.12453833621385,0.0,0.0
198,0.9609824864319839,6.384316482519094,11.19184826417566,383.05898895114564,671.5108958505396,153.9079870488574,False,False,True,10.0,446.9021537763366,0.0,0.0
199,1.0881359481896784,5.66623775530123,10.550707954055332,339.97426531807383,633.0424772433199,153.9079870488574,False,False,False,0.0,339.97426531807383,0.0,0.0
200,1.0345365434842577,5.963238247635095,10.826552120042447,357.79429485810573,649.5931272025468,153.9079870488574,False,False,True,10.0,417.42667733445666,0.0,0.0
